packet_size,interarrival_ms,src_port,dst_port,service_port,label
1500,10.54,22953,20,20,file
1205,66.347,1388,8554,1388,video
1450,47.083,1625,5005,1625,video
1106,4.602,4290,989,989,file
629,353.618,12833,8443,8443,web
362,54.1,14939,10001,10001,voip
200,25.499,9110,5061,5061,voip
1365,4.476,40164,443,443,file
1365,4.426,21930,989,989,file
1009,39.373,11608,5004,5004,video
1162,5.827,12285,21,21,file
958,15.692,21038,8554,8554,video
944,18.924,7363,8080,7363,video
1086,33.125,21469,8554,8554,video
270,27.917,31303,8080,8080,voip
1340,22.239,55569,8443,8443,video
338,82.999,2459,8080,2459,web
1089,180.603,27919,8443,8443,web
1314,46.693,18461,5005,5005,video
312,105.877,38955,443,443,web
232,29.874,28625,8443,8443,voip
152,11.585,46307,8443,8443,voip
1500,21.013,22977,1935,1935,video
1249,19.107,50917,1935,1935,video
837,16.105,9318,1935,1935,video
804,240.048,7144,8080,7144,web
1026,42.033,52173,8080,8080,video
872,249.479,30824,80,80,web
185,20.792,36442,8080,8080,voip
1331,8.864,53326,20,20,file
1017,28.659,11574,1935,1935,video
787,207.461,20354,5004,5004,video
1220,5.451,36637,20,20,file
436,189.797,11279,80,80,web
327,3.403,58084,10000,10000,voip
1159,25.173,37678,5004,5004,video
969,2.594,59803,8081,8081,file
261,168.492,1662,443,443,web
1326,41.363,20073,443,443,video
252,18.1,17773,443,443,voip
1407,4.117,54285,20,20,file
181,9.93,39419,5060,5060,voip
496,487.375,5235,443,443,web
522,106.202,49040,8443,8443,web
1336,3.891,1331,8443,1331,file
143,13.961,27902,5061,5061,voip
1375,6.872,55838,443,443,file
506,244.174,43374,8080,8080,web
1500,22.087,43022,8443,8443,video
833,91.957,12723,8443,8443,web
208,10.163,7905,10000,7905,voip
1500,2.036,34138,8081,8081,file
108,12.538,8712,5060,5060,voip
652,598.197,35633,443,443,web
1394,17.316,32928,8554,8554,video
1097,20.361,61793,5005,5005,video
1500,29.561,55435,8080,8080,video
1479,12.181,19047,21,21,file
1500,61.324,61197,8080,8080,video
1431,30.057,40252,443,443,video
331,289.901,5488,8443,5488,web
1027,245.155,25882,8080,8080,web
1098,19.674,25424,443,443,video
966,44.972,1032,5005,1032,video
1245,24.587,22807,1935,1935,video
188,23.442,63662,443,443,voip
109,19.413,36749,8443,8443,voip
242,25.228,32675,10001,10001,voip
412,88.413,63412,8080,8080,web
1419,7.08,46653,443,443,file
1191,53.918,43732,8080,8080,video
367,26.331,19675,5060,5060,voip
1431,18.686,8122,5004,5004,video
703,466.809,48990,443,443,web
460,409.27,18915,8443,8443,web
1177,10.538,3336,8081,3336,file
1178,4.084,15820,8081,8081,file
1424,6.57,45079,8081,8081,file
340,76.327,31499,80,80,web
865,281.038,56190,8443,8443,web
661,158.379,44146,80,80,web
175,14.687,19815,8443,8443,voip
126,18.513,30548,5061,5061,voip
806,96.429,12682,8080,8080,web
191,11.446,12868,443,443,voip
335,95.378,20680,443,443,web
170,184.165,63188,8080,8080,web
724,135.508,17810,8080,8080,web
1500,5.147,34466,443,443,file
1177,1.906,58043,20,20,file
1134,28.498,26794,5004,5004,video
60,7.286,3170,8080,3170,voip
130,22.783,2188,5060,2188,voip
1066,4.469,10976,8081,8081,file
94,17.939,10438,443,443,voip
1261,234.111,29811,80,80,web
1022,27.657,34796,8554,8554,video
206,30.294,48027,10000,10000,voip
626,236.999,59743,8080,8080,web
1470,4.901,13651,990,990,file
1500,49.041,34134,1935,1935,video
189,30.457,11423,8443,8443,voip
961,27.844,8124,5004,5004,video
219,22.842,48056,443,443,voip
1500,12.74,42051,8081,8081,file
196,528.492,20169,443,443,web
881,160.743,37102,443,443,web
1017,54.228,1221,5005,1221,video
176,31.081,27779,443,443,voip
101,14.065,26268,10000,10000,voip
1202,35.354,3029,5005,3029,video
76,30.392,36694,10002,10002,voip
141,8.112,59778,10001,10001,voip
329,29.004,15729,5061,5061,voip
1242,20.711,64570,5005,5005,video
1035,25.82,8257,8443,8257,video
674,548.893,35339,443,443,web
391,139.118,2797,443,443,web
1336,4.121,40439,990,990,file
807,190.613,47273,80,80,web
1075,200.817,43037,443,443,web
1411,8.873,63931,20,20,file
463,747.897,23222,8080,8080,web
217,15.066,62703,5060,5060,voip
164,13.286,57255,5061,5061,voip
1022,11.903,31695,1935,1935,video
122,22.205,24691,443,443,voip
161,11.191,32563,8080,8080,voip
688,61.811,29654,8443,8443,web
724,72.451,38521,80,80,web
657,361.998,44207,8443,8443,web
1187,15.078,2389,5005,2389,video
778,22.128,24253,8443,8443,video
623,123.9,1255,8443,1255,web
939,32.415,28110,1935,1935,video
1003,36.237,21429,443,443,web
1500,4.602,59005,20,20,file
176,12.508,44958,5060,5060,voip
289,14.069,55694,10000,10000,voip
623,64.783,52721,8080,8080,web
1389,4.532,55469,20,20,file
203,16.326,54622,8443,8443,voip
1360,14.408,21698,20,20,file
678,95.024,29037,8443,8443,web
952,80.546,12699,8443,8443,video
1107,16.314,43870,8080,8080,video
466,262.712,19046,80,80,web
952,64.523,26575,8080,8080,web
1262,24.359,21651,5005,5005,video
428,273.843,64986,80,80,web
132,22.924,52740,10000,10000,voip
645,276.416,5086,80,80,web
1149,37.063,55306,8443,8443,video
1325,1.114,29440,990,990,file
593,198.889,13320,8443,8443,web
192,313.016,22792,8080,8080,web
139,18.933,23777,5060,5060,voip
1500,4.593,62308,20,20,file
1127,24.302,64625,5004,5004,video
1248,45.102,63793,1935,1935,video
162,480.393,35669,8443,8443,web
105,19.537,43976,10002,10002,voip
539,220.319,18718,8443,8443,web
819,3.561,18855,8080,8080,file
560,624.327,24656,443,443,web
1500,16.146,48403,5005,5005,video
976,0.538,31188,21,21,file
336,308.078,1976,8443,1976,web
1416,14.536,53382,5005,5005,video
989,19.1,6914,8554,6914,video
275,20.036,8645,5061,5061,voip
1225,40.537,49426,8443,8443,video
1254,40.388,4750,5004,4750,video
1123,34.402,10908,5004,5004,video
147,8.338,18135,10001,10001,voip
1163,20.327,37826,8443,8443,video
127,6.134,50637,5060,5060,voip
893,6.41,19148,443,443,file
1345,0.899,24432,443,443,file
1027,21.068,25064,5004,5004,video
355,113.241,7822,8443,7822,web
1317,3.112,20162,8443,8443,file
1309,31.583,25264,1935,1935,video
267,28.212,35818,10000,10000,voip
391,266.579,14788,8443,8443,web
1282,5.865,29115,443,443,file
284,318.198,6152,8080,6152,web
1128,4.547,30616,20,20,file
1500,7.438,15316,1935,1935,video
284,274.083,12565,443,443,web
1041,33.148,1716,8443,1716,video
206,13.203,47313,10001,10001,voip
222,596.371,47560,8443,8443,web
1353,10.252,18152,8443,8443,video
1450,17.145,4043,5004,4043,video
196,371.294,60359,8443,8443,web
1121,5.196,55885,989,989,file
1389,5.238,1094,989,989,file
1141,32.637,60471,8080,8080,video
1195,5.761,62504,8081,8081,file
1243,23.36,51195,1935,1935,video
149,18.448,8017,10002,8017,voip
60,22.981,36225,10001,10001,voip
1386,3.301,8510,8081,8081,file
691,547.871,35181,8080,8080,web
425,336.238,27751,443,443,web
284,25.927,4017,5060,4017,voip
1296,1.267,60892,20,20,file
1339,3.834,57733,8080,8080,file
1322,40.265,21911,443,443,video
209,10.039,30154,5061,5061,voip
132,22.923,43539,10001,10001,voip
912,8.87,31876,8081,8081,file
1239,7.737,11931,20,20,file
1084,824.623,41250,443,443,web
650,230.486,9226,8443,8443,web
60,16.381,39441,5060,5060,voip
1251,23.046,44042,8554,8554,video
1015,2.487,21264,20,20,file
1435,735.615,19115,8443,8443,web
835,107.764,19991,8080,8080,web
437,568.806,36225,443,443,web
205,214.98,48484,8443,8443,web
519,186.941,45291,8443,8443,web
1051,25.084,13137,8554,8554,video
708,413.308,2000,443,443,web
1328,3.307,17420,8080,8080,file
890,590.246,13521,8080,8080,web
926,186.678,21076,8080,8080,web
261,17.212,56126,10000,10000,voip
219,14.475,6782,10000,6782,voip
666,770.756,45860,443,443,web
908,53.827,28952,5005,5005,video
229,396.595,7676,443,443,web
1100,18.299,14952,5004,5004,video
1500,33.294,35543,1935,1935,video
348,35.119,64511,8443,8443,voip
477,323.68,62813,8080,8080,web
191,21.5,14891,443,443,voip
1064,5.189,17662,989,989,file
1303,18.899,34104,5005,5005,video
699,203.103,3203,443,443,web
971,34.764,56067,8554,8554,video
1230,3.06,31495,8081,8081,file
985,393.2,64656,80,80,web
1112,20.656,8071,8080,8071,video
1500,43.124,28883,8443,8443,video
141,20.336,10335,5060,5060,voip
1500,5.194,10952,8443,8443,file
1500,81.601,39850,1935,1935,video
135,28.186,50862,8080,8080,voip
1199,45.981,57480,8080,8080,video
218,18.995,12237,5060,5060,voip
1500,5.127,60193,990,990,file
1500,5.98,62753,443,443,file
60,366.591,1623,80,80,web
1404,4.655,38616,990,990,file
460,83.234,49386,443,443,web
882,284.926,27845,8443,8443,web
118,8.756,53003,8443,8443,voip
136,25.838,55942,443,443,voip
132,14.286,13732,10002,10002,voip
1297,2.755,40452,21,21,file
337,551.507,37476,80,80,web
201,12.867,31095,10002,10002,voip
765,56.894,6033,5004,5004,video
733,77.318,26437,443,443,web
1118,496.152,29176,8080,8080,web
1300,6.191,29752,443,443,file
143,33.992,59661,8080,8080,voip
1156,22.009,24486,443,443,video
109,21.145,36097,8080,8080,voip
156,25.431,21957,10000,10000,voip
522,664.357,40134,8443,8443,web
1500,10.328,53546,8080,8080,file
158,9.929,56769,443,443,voip
240,11.477,1834,10001,1834,voip
650,83.872,63701,443,443,web
194,21.763,20624,8443,8443,voip
1160,17.384,26989,8080,8080,video
206,247.558,43827,443,443,web
206,10.277,23534,10002,10002,voip
147,25.427,53480,8443,8443,voip
306,678.422,4634,8080,4634,web
1046,142.022,4886,8443,4886,web
1306,50.421,18472,8080,8080,video
379,112.215,21081,8080,8080,web
181,33.757,7063,5061,5061,voip
1391,2.2,10726,8080,8080,file
1068,114.49,61664,8443,8443,video
952,328.232,26571,8080,8080,web
177,36.637,39555,8080,8080,voip
133,16.166,7306,10002,7306,voip
217,23.317,22457,10000,10000,voip
1500,6.619,14725,20,20,file
214,9.952,53485,10002,10002,voip
1159,334.051,9999,443,443,web
589,179.838,12056,80,80,web
1075,46.243,16731,1935,1935,video
920,4.725,27990,21,21,file
826,333.499,31125,8443,8443,web
1326,51.661,61334,8080,8080,video
995,67.572,55707,5004,5004,video
1122,1.219,14420,8080,8080,file
173,16.891,53537,443,443,voip
1384,7.871,62523,8443,8443,file
1375,32.465,8374,990,990,file
1369,0.859,9962,21,21,file
1044,5.275,48377,443,443,file
1017,4.936,49644,8081,8081,file
109,38.655,43041,5061,5061,voip
829,630.738,61107,8080,8080,web
1452,1.433,54474,8443,8443,file
1497,7.868,20443,8443,8443,file
956,30.543,25058,1935,1935,video
1465,30.759,22642,5004,5004,video
1013,19.942,18980,8443,8443,web
961,29.003,61807,8080,8080,video
1500,1.261,43694,989,989,file
1291,7.127,62536,443,443,file
154,22.598,32661,5060,5060,voip
1173,2.05,62422,21,21,file
1195,44.196,41245,1935,1935,video
601,400.311,16863,8443,8443,web
745,86.12,26594,443,443,web
1160,18.933,43169,5004,5004,video
1059,7.178,21941,989,989,file
606,334.831,47089,8080,8080,web
1231,119.231,20847,5004,5004,video
935,28.162,12855,5004,5004,video
1500,4.162,11318,8080,8080,file
1359,14.696,10739,5004,5004,video
179,20.493,31148,8080,8080,voip
1393,8.027,51730,8443,8443,file
901,15.159,54809,5005,5005,video
1500,14.696,4356,8554,4356,video
1118,32.691,8036,8554,8036,video
1161,1.128,44141,8080,8080,file
634,299.903,51947,443,443,web
1362,1.308,54036,21,21,file
207,126.933,64634,8443,8443,web
1248,30.689,4813,5004,4813,video
1500,2.737,8249,8443,8249,file
1186,24.554,44398,8443,8443,video
1500,8.74,17413,989,989,file
197,13.699,23443,10001,10001,voip
153,10.65,4672,5060,4672,voip
1181,280.415,8581,8080,8080,web
1419,1.86,22359,8081,8081,file
163,17.881,20943,10002,10002,voip
154,23.181,56294,10000,10000,voip
1423,23.348,47313,5005,5005,video
258,259.002,7165,80,80,web
1081,2.357,29883,989,989,file
831,189.1,30834,443,443,web
1392,3.464,10662,21,21,file
580,373.991,63878,8443,8443,web
1322,3.212,53980,8443,8443,file
796,350.413,3564,80,80,web
1068,33.336,63397,5005,5005,video
1362,5.192,25407,8443,8443,file
790,14.893,62520,5004,5004,video
564,499.502,38001,8443,8443,web
215,13.6,5333,8443,5333,voip
1067,3.951,43597,443,443,file
1350,8.813,46439,989,989,file
882,188.838,25476,8080,8080,web
229,24.036,13560,10001,10001,voip
977,22.224,50213,5004,5004,video
1433,3.291,31722,8443,8443,file
268,108.191,6723,443,443,web
1363,3.795,35576,8081,8081,file
1500,11.738,39801,20,20,file
191,305.799,49164,443,443,web
215,20.162,49218,8080,8080,voip
1224,14.963,6297,8081,6297,file
1163,27.086,34834,8080,8080,video
908,191.769,35673,80,80,web
1410,5.034,4934,8081,4934,file
238,15.313,62324,10000,10000,voip
1378,7.74,21544,990,990,file
183,17.627,47316,10001,10001,voip
1406,12.362,50434,990,990,file
1064,5.351,40562,20,20,file
925,432.417,9774,80,80,web
1500,24.606,46676,5005,5005,video
160,28.957,39034,443,443,voip
206,6.241,49958,10000,10000,voip
1266,3.282,10284,21,21,file
1102,38.106,55033,5004,5004,video
242,119.306,58434,443,443,web
1352,29.37,2752,1935,1935,video
988,45.103,29294,5005,5005,video
867,218.576,29974,8443,8443,web
976,265.238,31631,8443,8443,web
996,3.565,35767,443,443,file
1311,9.044,9931,8443,8443,file
1355,4.65,34339,21,21,file
1169,1.525,14446,21,21,file
60,40.908,27237,8080,8080,voip
1481,38.504,15887,8080,8080,video
293,15.849,25561,10002,10002,voip
1113,3.862,48346,989,989,file
1369,0.873,35681,21,21,file
1226,36.247,62236,8554,8554,video
1423,2.459,10479,8443,8443,file
370,370.686,15986,8080,8080,web
226,17.384,22767,10001,10001,voip
1367,56.214,32806,1935,1935,video
60,54.045,12434,10002,10002,voip
219,13.4,12491,443,443,voip
1500,60.785,6468,5005,5005,video
308,218.896,19660,443,443,web
1017,28.615,21731,5005,5005,video
1342,3.436,8748,21,21,file
1345,4.916,61829,21,21,file
141,13.918,62405,5060,5060,voip
813,511.351,25795,443,443,web
872,13.548,39071,1935,1935,video
210,22.055,18139,10000,10000,voip
1152,19.186,53131,5004,5004,video
1019,461.84,55276,443,443,web
236,175.258,45368,8080,8080,web
1440,27.618,48560,1935,1935,video
393,449.608,15637,443,443,web
1121,31.171,41970,8554,8554,video
1119,33.486,36973,8080,8080,video
1271,28.111,2658,5004,2658,video
1480,1.418,60561,8080,8080,file
836,200.554,33166,8080,8080,web
1081,37.342,53622,443,443,video
189,94.917,16088,8443,8443,web
1132,17.586,61927,1935,1935,video
259,30.817,27564,10000,10000,voip
1050,80.702,50102,443,443,video
1240,7.753,56315,990,990,file
222,20.561,30192,5061,5061,voip
1500,2.299,19771,8443,8443,file
1190,42.57,16576,443,443,video
905,26.917,51550,1935,1935,video
249,45.562,22976,8080,8080,voip
487,644.937,61823,80,80,web
1500,33.831,40034,8080,8080,video
1077,8.477,48899,8081,8081,file
1302,26.755,61214,5005,5005,video
196,49.621,6919,5060,5060,voip
1154,26.518,14185,8554,8554,video
1155,16.43,53233,5005,5005,video
627,357.361,4647,443,443,web
220,462.216,11833,80,80,web
111,14.156,23505,5061,5061,voip
1049,47.827,3367,5005,3367,video
699,102.34,47800,80,80,web
223,11.937,4014,10000,4014,voip
1317,25.937,55486,5005,5005,video
1106,15.875,61384,5004,5004,video
1393,10.1,63501,21,21,file
1136,24.024,50719,5004,5004,video
719,931.722,20298,80,80,web
1017,157.067,41612,443,443,web
991,270.544,55058,8443,8443,web
371,122.786,35098,8080,8080,web
674,484.525,60410,8080,8080,web
1176,17.079,50054,1935,1935,video
726,203.409,21191,8443,8443,web
1314,2.611,19971,8080,8080,file
789,399.741,1133,8080,1133,web
448,304.818,33607,443,443,web
1471,30.41,53786,5005,5005,video
237,13.04,24484,10001,10001,voip
259,6.595,3855,8443,3855,voip
430,391.31,40157,8080,8080,web
1254,50.54,8074,80,80,web
424,203.106,59719,443,443,web
1339,27.327,64211,1935,1935,video
1179,13.443,24182,5004,5004,video
565,64.266,35690,8443,8443,web
144,11.94,12256,443,443,voip
1164,41.031,25047,443,443,video
254,32.844,5435,10001,5435,voip
147,23.183,63340,10000,10000,voip
205,20.729,51013,10000,10000,voip
430,286.535,10817,8443,8443,web
207,10.322,21494,10000,10000,voip
1500,9.55,43912,5005,5005,video
1500,8.979,46652,20,20,file
1141,1000.0,34936,80,80,web
1248,4.727,52923,8443,8443,file
1068,2.719,29395,21,21,file
966,21.051,39282,5005,5005,video
308,535.952,55460,8080,8080,web
193,17.683,7450,10001,7450,voip
809,113.46,42191,8080,8080,web
191,28.017,11506,8443,8443,voip
676,207.881,36893,8443,8443,web
119,13.335,5586,443,443,voip
1155,29.604,18311,8080,8080,video
181,13.339,35221,5060,5060,voip
496,488.638,21308,8443,8443,web
807,51.721,60298,8554,8554,video
1352,5.47,1837,990,990,file
1422,32.189,39085,8443,8443,video
128,13.278,54550,8080,8080,voip
215,16.31,22725,10002,10002,voip
328,788.092,56178,443,443,web
60,15.393,63228,8080,8080,voip
1208,244.928,4085,8080,4085,web
1061,3.193,35463,8443,8443,file
1459,2.722,8079,989,989,file
853,44.309,31205,8443,8443,web
1335,11.793,4779,8443,4779,file
1302,3.742,3231,8080,3231,file
589,360.714,62488,8080,8080,web
1082,2.327,18953,443,443,file
917,58.188,3434,5004,3434,video
1300,27.486,18104,8443,8443,video
144,12.336,30474,10000,10000,voip
384,481.182,11857,443,443,web
1500,4.747,5267,21,21,file
359,44.437,10337,443,443,voip
697,493.276,8291,443,443,web
1106,10.074,9508,8081,8081,file
1295,42.129,43172,8554,8554,video
124,7.134,28628,10002,10002,voip
1500,9.249,57580,8443,8443,file
1143,25.415,37497,5004,5004,video
248,16.892,12376,5061,5061,voip
1376,19.322,52154,1935,1935,video
1000,40.03,10877,1935,1935,video
636,48.929,12861,443,443,web
420,25.004,21989,5061,5061,voip
150,6.607,58538,10002,10002,voip
1439,3.229,17990,8080,8080,file
235,12.317,39164,10001,10001,voip
852,131.831,59756,8080,8080,video
322,184.215,24018,8080,8080,web
1149,31.188,9859,8080,8080,video
796,64.934,7146,5005,5005,video
156,13.791,39309,10000,10000,voip
212,23.898,35039,10002,10002,voip
188,7.842,35449,443,443,voip
161,13.408,57837,8443,8443,voip
235,84.819,55262,10001,10001,voip
147,11.493,33395,5061,5061,voip
1375,463.535,13272,443,443,web
1035,485.615,59223,443,443,web
1451,45.985,48573,443,443,video
1204,30.543,40742,1935,1935,video
720,179.856,64155,80,80,web
1325,6.355,3934,990,990,file
1175,34.154,55195,1935,1935,video
762,148.08,61110,8080,8080,web
103,13.843,13168,8443,8443,voip
231,37.314,40566,8080,8080,voip
724,29.853,17269,80,80,web
148,18.137,4456,10002,4456,voip
132,21.21,14786,8443,8443,voip
132,11.015,16245,5061,5061,voip
451,57.818,14435,8080,8080,web
475,104.609,36277,8080,8080,web
738,125.549,61541,8443,8443,web
1006,32.192,19744,5004,5004,video
443,227.793,8906,443,443,web
225,10.228,44720,8443,8443,voip
151,23.066,62994,443,443,voip
1318,27.18,46208,5005,5005,video
170,16.75,46408,10000,10000,voip
751,60.956,30444,8554,8554,video
501,209.104,17223,443,443,web
238,20.169,25709,5061,5061,voip
153,14.317,53646,10002,10002,voip
792,279.817,40559,80,80,web
1219,10.852,13267,8080,8080,file
1348,44.513,3564,1935,1935,video
232,21.248,45091,5060,5060,voip
1017,349.583,3097,80,80,web
826,38.061,2442,8554,2442,video
60,24.103,18973,10002,10002,voip
1059,26.357,22590,8443,8443,video
1285,3.774,52928,8080,8080,file
1471,4.321,25735,8080,8080,file
169,13.786,16187,8443,8443,voip
120,32.58,28122,8443,8443,voip
1500,6.273,21112,8081,8081,file
174,13.68,6204,8080,6204,voip
189,75.584,12691,443,443,web
220,12.508,46881,10001,10001,voip
403,200.659,45822,8080,8080,web
1215,12.802,30408,8554,8554,video
324,699.513,28443,8443,8443,web
784,125.962,32764,8080,8080,web
997,247.833,41935,80,80,web
1239,17.136,30815,8554,8554,video
1224,1.799,9871,989,989,file
211,25.152,15275,443,443,voip
197,18.38,18553,8080,8080,voip
442,186.775,47160,443,443,web
1026,22.864,22579,8554,8554,video
201,332.475,41043,8443,8443,web
1437,3.469,25173,990,990,file
147,15.893,36556,10002,10002,voip
1391,1.572,6142,21,21,file
1016,206.101,34830,80,80,web
1425,36.753,58122,1935,1935,video
857,26.792,55554,5005,5005,video
155,25.96,30105,5060,5060,voip
132,22.31,23042,10001,10001,voip
1220,41.54,27794,1935,1935,video
1172,39.739,38561,8554,8554,video
1024,205.084,42958,8080,8080,web
238,81.932,48183,8080,8080,web
121,23.913,13722,10002,10002,voip
188,14.758,12459,10000,10000,voip
1500,3.888,49582,443,443,file
143,10.245,4164,443,443,voip
876,32.081,7473,443,443,video
343,423.304,28340,443,443,web
175,19.264,32147,10001,10001,voip
1500,4.544,60260,443,443,file
401,274.92,45123,8443,8443,web
1178,28.602,33819,5005,5005,video
320,132.782,6511,80,80,web
254,116.761,15372,80,80,web
165,15.365,25962,5060,5060,voip
1368,7.741,11320,8080,8080,file
791,211.454,46173,8080,8080,web
202,23.265,38887,10000,10000,voip
1500,17.674,40225,990,990,file
1101,5.318,26844,989,989,file
1233,3.96,49283,8081,8081,file
209,39.254,45946,5061,5061,voip
145,19.768,3422,10001,3422,voip
1382,14.215,25633,8443,8443,file
1104,140.76,12759,8443,8443,web
188,8.128,34053,10002,10002,voip
885,14.209,11907,443,443,file
125,16.171,25324,5061,5061,voip
974,31.148,34444,1935,1935,video
1278,5.789,3499,21,21,file
241,15.477,54478,8080,8080,voip
465,248.215,16018,8080,8080,web
134,18.337,25450,10000,10000,voip
1328,1.64,61245,990,990,file
749,22.65,26756,5005,5005,video
161,11.906,3814,10002,3814,voip
1460,7.438,28958,20,20,file
1249,5.204,20086,989,989,file
235,22.717,24166,5061,5061,voip
1500,6.652,14884,443,443,file
129,22.287,36806,5061,5061,voip
1399,4.145,49844,443,443,file
1014,47.909,52047,5004,5004,video
331,111.666,34621,8443,8443,web
349,42.548,30472,10002,10002,voip
199,11.856,1524,443,443,voip
1015,25.961,56635,5005,5005,video
1258,3.157,21344,8080,8080,file
1379,43.851,62403,8080,8080,video
176,23.76,52736,8080,8080,voip
937,531.653,21769,8080,8080,web
1500,5.729,25622,21,21,file
191,9.212,17979,5060,5060,voip
176,16.519,18254,5060,5060,voip
565,351.665,35554,8080,8080,web
999,4.028,6982,21,21,file
1466,17.498,23578,8443,8443,file
1411,4.897,17163,990,990,file
954,415.645,8671,8080,8080,web
1127,8.551,49440,990,990,file
1316,20.208,48060,8554,8554,video
1119,66.382,42677,5004,5004,video
195,6.042,12594,5060,5060,voip
853,213.008,5602,8080,5602,web
173,32.092,64136,10001,10001,voip
1437,5.135,3184,8081,3184,file
717,472.553,45238,80,80,web
219,12.042,25787,10000,10000,voip
729,284.301,28533,8443,8443,web
706,171.485,6184,443,443,web
1172,9.252,25562,8080,8080,file
1024,406.812,43351,8443,8443,web
169,24.158,3177,5061,3177,voip
1115,4.602,35337,8443,8443,file
1138,23.328,8223,5005,5005,video
607,207.58,20462,80,80,web
413,712.603,26632,443,443,web
1500,10.313,48407,20,20,file
60,4.863,10045,5061,5061,voip
1337,1.801,38054,20,20,file
252,29.798,46233,10001,10001,voip
1382,39.712,8680,8554,8554,video
894,2.214,11765,8080,8080,file
1000,12.691,46345,5005,5005,video
1308,7.787,22566,20,20,file
873,372.881,4462,443,443,web
151,16.64,19633,10000,10000,voip
292,43.785,7907,5060,5060,voip
530,90.634,38279,10002,10002,voip
215,39.605,23860,10000,10000,voip
122,23.368,5214,443,443,voip
1394,1.427,17676,8081,8081,file
1500,4.547,59569,8081,8081,file
60,18.678,39219,8443,8443,voip
893,210.543,43448,80,80,web
872,43.185,28547,80,80,web
131,40.849,57067,8443,8443,voip
1251,33.86,8702,1935,1935,video
60,1000.0,59695,443,443,web
1146,50.529,25924,5004,5004,video
974,4.643,11358,8443,8443,file
124,9.33,13173,10002,10002,voip
1492,3.642,22534,443,443,file
852,32.55,2767,1935,1935,video
1316,1.572,38853,20,20,file
1305,32.737,51826,8443,8443,video
1237,7.603,26700,8443,8443,file
954,31.606,7363,8554,7363,video
568,171.707,39624,8443,8443,web
1412,9.023,18920,989,989,file
1079,42.731,52323,8080,8080,video
1500,5.204,29762,21,21,file
217,26.358,28367,5061,5061,voip
1248,6.154,12476,20,20,file
1500,11.538,55957,20,20,file
1280,8.281,31251,8081,8081,file
1147,2.888,35596,20,20,file
1500,34.041,48243,20,20,file
1027,47.913,6288,8554,6288,video
685,265.75,45373,80,80,web
1325,3.023,49121,443,443,file
1132,5.739,5341,8080,5341,video
74,30.234,15717,8443,8443,voip
176,31.75,3066,5060,3066,voip
1242,25.671,41498,8443,8443,video
495,312.201,20184,443,443,web
297,76.075,18864,443,443,web
1188,18.737,4215,8554,4215,video
441,257.304,28908,8443,8443,web
1252,39.266,29256,443,443,video
1500,3.691,21615,990,990,file
220,16.185,7637,5061,5061,voip
735,259.189,60603,443,443,web
1254,283.169,41691,8080,8080,web
188,27.885,22325,10000,10000,voip
1365,6.192,12505,8443,8443,file
655,107.734,28399,8443,8443,web
1495,5.642,56741,443,443,file
192,7.697,45741,5060,5060,voip
280,150.439,63902,80,80,web
1500,2.081,8529,20,20,file
1099,29.235,3575,5004,3575,video
1296,432.132,37642,80,80,web
1178,4.025,26950,990,990,file
505,72.322,55819,8080,8080,web
805,314.469,34410,8443,8443,web
1161,32.571,7299,8443,7299,video
583,267.693,7841,8080,7841,web
979,36.662,8689,1935,1935,video
240,18.914,43258,8443,8443,voip
1056,4.87,58235,989,989,file
1186,23.187,49193,1935,1935,video
218,15.41,17180,10000,10000,voip
1047,5.031,64234,8443,8443,file
152,21.125,12364,443,443,voip
999,260.3,47197,8080,8080,web
1500,45.046,50802,8443,8443,video
858,232.386,4831,8443,4831,web
818,110.762,39332,443,443,web
1151,12.322,37385,8080,8080,video
1475,5.9,5431,990,990,file
122,17.205,14958,443,443,voip
82,13.94,53631,8443,8443,voip
1362,2.691,8443,21,21,file
137,18.444,10898,5060,5060,voip
1023,25.58,12636,8443,8443,video
1205,21.354,30991,5004,5004,video
1028,23.493,58959,8080,8080,video
1357,37.612,33368,8554,8554,video
142,12.025,45724,10002,10002,voip
494,183.673,52342,8080,8080,web
133,11.276,26457,10002,10002,voip
272,10.397,51592,10000,10000,voip
190,17.593,18774,443,443,voip
1500,2.425,56397,8443,8443,file
1483,20.899,14612,8443,8443,video
1245,88.031,13625,5004,5004,video
1239,24.898,40411,5004,5004,video
915,336.498,27131,80,80,web
993,54.079,54775,8080,8080,web
1467,2.376,24466,8443,8443,file
225,18.483,22505,5061,5061,voip
210,17.258,17388,8443,8443,voip
582,342.891,64587,8080,8080,web
769,679.18,27820,80,80,web
254,46.93,15021,8443,8443,web
1406,1.341,13412,443,443,file
161,18.279,37363,443,443,voip
182,348.066,49116,8443,8443,web
1073,130.784,18288,8443,8443,web
60,32.865,6974,10001,6974,voip
215,16.68,3361,10001,3361,voip
172,15.55,55158,10000,10000,voip
1197,44.775,29478,1935,1935,video
958,17.452,19923,1935,1935,video
173,25.912,37453,10001,10001,voip
191,301.651,16038,8443,8443,web
209,32.998,44212,10002,10002,voip
465,442.381,57094,443,443,web
1500,5.897,47664,989,989,file
190,17.392,45111,10000,10000,voip
1017,39.87,40340,8080,8080,video
261,8.279,24708,5060,5060,voip
175,12.718,27006,10001,10001,voip
388,121.952,3741,8443,3741,web
1362,5.243,41719,8081,8081,file
827,731.528,11439,443,443,web
856,13.498,49655,8554,8554,video
